,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,P/A
163516,Punjab,MUKTSAR,2011,Kharif     ,Rice,113000,402000,3.557522124
163521,Punjab,MUKTSAR,2011,Rabi       ,Wheat,206000,1036000,5.029126214
163522,Punjab,MUKTSAR,2012,Kharif     ,Cotton(lint),88000,298000,3.386363636
163525,Punjab,MUKTSAR,2012,Kharif     ,Rice,118000,471000,3.991525424
163530,Punjab,MUKTSAR,2012,Rabi       ,Wheat,209000,996000,4.765550239
163533,Punjab,MUKTSAR,2013,Kharif     ,Cotton(lint),82000,264000,3.219512195
163536,Punjab,MUKTSAR,2013,Kharif     ,Rice,115000,457000,3.973913043
163541,Punjab,MUKTSAR,2013,Rabi       ,Wheat,209000,1058000,5.062200957
163542,Punjab,MUKTSAR,2014,Kharif     ,Cotton(lint),66000,217000,3.287878788
163545,Punjab,MUKTSAR,2014,Kharif     ,Rice,135000,514000,3.807407407
163550,Punjab,MUKTSAR,2014,Rabi       ,Wheat,208000,907000,4.360576923
163552,Punjab,NAWANSHAHR,1997,Kharif     ,Maize,18000,39000,2.166666667
163553,Punjab,NAWANSHAHR,1997,Kharif     ,Rice,43000,145000,3.372093023
163557,Punjab,NAWANSHAHR,1997,Rabi       ,Wheat,57000,203000,3.561403509
163558,Punjab,NAWANSHAHR,1997,Whole Year ,Sugarcane,13000,730000,56.15384615
163559,Punjab,NAWANSHAHR,1998,Kharif     ,Maize,18000,43000,2.388888889
163560,Punjab,NAWANSHAHR,1998,Kharif     ,Rice,46000,150000,3.260869565
163565,Punjab,NAWANSHAHR,1998,Rabi       ,Wheat,257000,1161000,4.517509728
163566,Punjab,NAWANSHAHR,1998,Whole Year ,Sugarcane,11000,630000,57.27272727
163567,Punjab,NAWANSHAHR,1999,Kharif     ,Maize,18000,46000,2.555555556
163568,Punjab,NAWANSHAHR,1999,Kharif     ,Rice,46000,160000,3.47826087
163574,Punjab,NAWANSHAHR,1999,Rabi       ,Wheat,67000,308000,4.597014925
163575,Punjab,NAWANSHAHR,1999,Whole Year ,Sugarcane,12000,700000,58.33333333
163577,Punjab,NAWANSHAHR,2000,Kharif     ,Maize,17000,53000,3.117647059
163578,Punjab,NAWANSHAHR,2000,Kharif     ,Rice,47000,158000,3.361702128
163582,Punjab,NAWANSHAHR,2000,Rabi       ,Wheat,70000,312000,4.457142857
163583,Punjab,NAWANSHAHR,2000,Whole Year ,Sugarcane,12000,760000,63.33333333
163584,Punjab,NAWANSHAHR,2001,Kharif     ,Maize,18000,51000,2.833333333
163585,Punjab,NAWANSHAHR,2001,Kharif     ,Rice,45000,143000,3.177777778
163590,Punjab,NAWANSHAHR,2001,Rabi       ,Wheat,71000,324000,4.563380282
163591,Punjab,NAWANSHAHR,2001,Whole Year ,Sugarcane,12000,720000,60
163592,Punjab,NAWANSHAHR,2002,Kharif     ,Maize,19000,38000,2
163593,Punjab,NAWANSHAHR,2002,Kharif     ,Rice,43000,151000,3.511627907
163597,Punjab,NAWANSHAHR,2002,Rabi       ,Wheat,68000,254000,3.735294118
163598,Punjab,NAWANSHAHR,2002,Whole Year ,Sugarcane,12000,640000,53.33333333
163600,Punjab,NAWANSHAHR,2003,Kharif     ,Maize,18000,65000,3.611111111
163601,Punjab,NAWANSHAHR,2003,Kharif     ,Rice,47000,171000,3.638297872
163607,Punjab,NAWANSHAHR,2003,Rabi       ,Wheat,75000,311000,4.146666667
163608,Punjab,NAWANSHAHR,2003,Whole Year ,Sugarcane,10000,470000,47
163610,Punjab,NAWANSHAHR,2004,Kharif     ,Maize,18000,48000,2.666666667
163612,Punjab,NAWANSHAHR,2004,Kharif     ,Rice,50000,199000,3.98
163616,Punjab,NAWANSHAHR,2004,Rabi       ,Wheat,76000,312000,4.105263158
163617,Punjab,NAWANSHAHR,2004,Whole Year ,Sugarcane,7000,380000,54.28571429
163619,Punjab,NAWANSHAHR,2005,Kharif     ,Maize,17000,48000,2.823529412
163620,Punjab,NAWANSHAHR,2005,Kharif     ,Rice,49000,171000,3.489795918
163623,Punjab,NAWANSHAHR,2005,Rabi       ,Wheat,72000,303000,4.208333333
163624,Punjab,NAWANSHAHR,2005,Whole Year ,Sugarcane,7000,380000,54.28571429
163626,Punjab,NAWANSHAHR,2006,Kharif     ,Maize,18000,68000,3.777777778
163627,Punjab,NAWANSHAHR,2006,Kharif     ,Rice,53000,209000,3.943396226
163631,Punjab,NAWANSHAHR,2006,Rabi       ,Wheat,72000,300000,4.166666667
163632,Punjab,NAWANSHAHR,2007,Kharif     ,Maize,17000,74000,4.352941176
163633,Punjab,NAWANSHAHR,2007,Kharif     ,Rice,50000,194000,3.88
163636,Punjab,NAWANSHAHR,2007,Rabi       ,Wheat,72000,328000,4.555555556
163638,Punjab,NAWANSHAHR,2008,Kharif     ,Maize,17000,67000,3.941176471
163639,Punjab,NAWANSHAHR,2008,Kharif     ,Rice,52000,213000,4.096153846
163641,Punjab,NAWANSHAHR,2008,Rabi       ,Wheat,76000,297000,3.907894737
163643,Punjab,NAWANSHAHR,2009,Kharif     ,Maize,16000,56000,3.5
163644,Punjab,NAWANSHAHR,2009,Kharif     ,Rice,56000,232000,4.142857143
163646,Punjab,NAWANSHAHR,2009,Rabi       ,Wheat,74000,316000,4.27027027
163647,Punjab,NAWANSHAHR,2009,Whole Year ,Sugarcane,500,31000,62
163648,Punjab,NAWANSHAHR,2010,Kharif     ,Maize,14000,57000,4.071428571
163649,Punjab,NAWANSHAHR,2010,Kharif     ,Rice,58000,231000,3.982758621
163651,Punjab,NAWANSHAHR,2010,Rabi       ,Wheat,74000,348000,4.702702703
163652,Punjab,NAWANSHAHR,2011,Kharif     ,Maize,14000,55000,3.928571429
163653,Punjab,NAWANSHAHR,2011,Kharif     ,Rice,57000,226000,3.964912281
163656,Punjab,NAWANSHAHR,2011,Rabi       ,Wheat,75000,387000,5.16
163657,Punjab,NAWANSHAHR,2011,Whole Year ,Sugarcane,6,407000,67833.33333
163658,Punjab,NAWANSHAHR,2012,Kharif     ,Maize,14000,58000,4.142857143
163659,Punjab,NAWANSHAHR,2012,Kharif     ,Rice,57000,236000,4.140350877
163662,Punjab,NAWANSHAHR,2012,Rabi       ,Wheat,80000,382000,4.775
163663,Punjab,NAWANSHAHR,2012,Whole Year ,Sugarcane,5000,327000,65.4
163665,Punjab,NAWANSHAHR,2013,Kharif     ,Maize,12000,50000,4.166666667
163666,Punjab,NAWANSHAHR,2013,Kharif     ,Rice,56000,202000,3.607142857
163669,Punjab,NAWANSHAHR,2013,Rabi       ,Wheat,75000,371000,4.946666667
163670,Punjab,NAWANSHAHR,2013,Whole Year ,Sugarcane,6000,401000,66.83333333
163672,Punjab,NAWANSHAHR,2014,Kharif     ,Maize,10000,44000,4.4
163673,Punjab,NAWANSHAHR,2014,Kharif     ,Rice,57000,226000,3.964912281
163676,Punjab,NAWANSHAHR,2014,Rabi       ,Wheat,76000,282000,3.710526316
163677,Punjab,NAWANSHAHR,2014,Whole Year ,Sugarcane,6000,395000,65.83333333
163678,Punjab,PATHANKOT,2011,Whole Year ,Sugarcane,4,298000,74500
163679,Punjab,PATHANKOT,2012,Kharif     ,Maize,9000,24000,2.666666667
163680,Punjab,PATHANKOT,2012,Kharif     ,Rice,27000,76000,2.814814815
163687,Punjab,PATHANKOT,2012,Rabi       ,Wheat,42000,173000,4.119047619
163688,Punjab,PATHANKOT,2012,Whole Year ,Sugarcane,4000,297000,74.25
163689,Punjab,PATHANKOT,2013,Kharif     ,Maize,9000,28000,3.111111111
163690,Punjab,PATHANKOT,2013,Kharif     ,Rice,29000,78000,2.689655172
163695,Punjab,PATHANKOT,2013,Rabi       ,Wheat,42000,167000,3.976190476
163696,Punjab,PATHANKOT,2013,Whole Year ,Sugarcane,4000,234000,58.5
163697,Punjab,PATHANKOT,2014,Kharif     ,Maize,8000,18000,2.25
163698,Punjab,PATHANKOT,2014,Kharif     ,Rice,29000,72000,2.482758621
163702,Punjab,PATHANKOT,2014,Rabi       ,Wheat,42000,115000,2.738095238
163703,Punjab,PATHANKOT,2014,Whole Year ,Sugarcane,4000,253000,63.25
163706,Punjab,PATIALA,1997,Kharif     ,Rice,240000,792000,3.3
163712,Punjab,PATIALA,1997,Rabi       ,Wheat,253000,1026000,4.055335968
163715,Punjab,PATIALA,1997,Whole Year ,Sugarcane,5000,270000,54
163720,Punjab,PATIALA,1998,Kharif     ,Rice,246000,772000,3.138211382
163722,Punjab,PATIALA,1998,Rabi       ,Barley,6000,21000,3.5
163727,Punjab,PATIALA,1998,Rabi       ,Wheat,393000,1749000,4.450381679
163728,Punjab,PATIALA,1998,Whole Year ,Sugarcane,3000,170000,56.66666667
163733,Punjab,PATIALA,1999,Kharif     ,Rice,250000,812000,3.248
163740,Punjab,PATIALA,1999,Rabi       ,Wheat,264000,1267000,4.799242424
163741,Punjab,PATIALA,1999,Whole Year ,Sugarcane,3000,180000,60
163746,Punjab,PATIALA,2000,Kharif     ,Rice,255000,854000,3.349019608
163751,Punjab,PATIALA,2000,Rabi       ,Wheat,261000,1191000,4.563218391
163752,Punjab,PATIALA,2000,Whole Year ,Sugarcane,3000,220000,73.33333333
163757,Punjab,PATIALA,2001,Kharif     ,Rice,252000,908000,3.603174603
163762,Punjab,PATIALA,2001,Rabi       ,Wheat,265000,1310000,4.943396226
163763,Punjab,PATIALA,2001,Whole Year ,Sugarcane,4000,280000,70
163768,Punjab,PATIALA,2002,Kharif     ,Rice,237000,818000,3.451476793
163774,Punjab,PATIALA,2002,Rabi       ,Wheat,265000,1184000,4.467924528
163775,Punjab,PATIALA,2002,Whole Year ,Sugarcane,5000,330000,66
163780,Punjab,PATIALA,2003,Kharif     ,Rice,246000,950000,3.861788618
163787,Punjab,PATIALA,2003,Rabi       ,Wheat,266000,1095000,4.116541353
163788,Punjab,PATIALA,2003,Whole Year ,Sugarcane,4000,240000,60
163793,Punjab,PATIALA,2004,Kharif     ,Rice,250000,965000,3.86
163799,Punjab,PATIALA,2004,Rabi       ,Wheat,266000,1197000,4.5
163801,Punjab,PATIALA,2004,Whole Year ,Sugarcane,2000,120000,60
163806,Punjab,PATIALA,2005,Kharif     ,Rice,252000,996000,3.952380952
163813,Punjab,PATIALA,2005,Rabi       ,Wheat,262000,1109000,4.232824427
163814,Punjab,PATIALA,2005,Whole Year ,Sugarcane,1000,70000,70
163819,Punjab,PATIALA,2006,Kharif     ,Rice,237000,989000,4.172995781
163825,Punjab,PATIALA,2006,Rabi       ,Wheat,244000,1126000,4.614754098
163830,Punjab,PATIALA,2007,Kharif     ,Rice,234000,999000,4.269230769
163833,Punjab,PATIALA,2007,Rabi       ,Wheat,240000,1133000,4.720833333
163838,Punjab,PATIALA,2008,Kharif     ,Rice,238000,1009000,4.239495798
163843,Punjab,PATIALA,2008,Rabi       ,Wheat,242000,1137000,4.698347107
163847,Punjab,PATIALA,2009,Kharif     ,Rice,240000,1021000,4.254166667
163850,Punjab,PATIALA,2009,Rabi       ,Wheat,235000,1063000,4.523404255
163854,Punjab,PATIALA,2010,Kharif     ,Rice,234000,873000,3.730769231
163859,Punjab,PATIALA,2010,Rabi       ,Wheat,236000,1141000,4.834745763
163862,Punjab,PATIALA,2011,Kharif     ,Rice,234000,903000,3.858974359
163864,Punjab,PATIALA,2011,Rabi       ,Peas & beans (Pulses),14000,18000,1.285714286
163865,Punjab,PATIALA,2011,Rabi       ,Wheat,237000,1297000,5.47257384
163866,Punjab,PATIALA,2011,Whole Year ,Sugarcane,3,264000,88000
163870,Punjab,PATIALA,2012,Kharif     ,Rice,233000,922000,3.957081545
163874,Punjab,PATIALA,2012,Rabi       ,Wheat,234000,1123000,4.799145299
163875,Punjab,PATIALA,2012,Whole Year ,Sugarcane,2000,184000,92
163877,Punjab,PATIALA,2013,Kharif     ,Rice,231000,959000,4.151515152
163880,Punjab,PATIALA,2013,Rabi       ,Wheat,232000,1153000,4.969827586
163881,Punjab,PATIALA,2013,Whole Year ,Sugarcane,3000,281000,93.66666667
163883,Punjab,PATIALA,2014,Kharif     ,Rice,230000,904000,3.930434783
163888,Punjab,PATIALA,2014,Rabi       ,Wheat,233000,1024000,4.394849785
163889,Punjab,PATIALA,2014,Whole Year ,Sugarcane,3000,272000,90.66666667
163891,Punjab,RUPNAGAR,1997,Kharif     ,Maize,28000,49000,1.75
163892,Punjab,RUPNAGAR,1997,Kharif     ,Rice,43000,138000,3.209302326
163899,Punjab,RUPNAGAR,1997,Rabi       ,Wheat,83000,296000,3.56626506
163900,Punjab,RUPNAGAR,1997,Whole Year ,Sugarcane,11000,560000,50.90909091
163902,Punjab,RUPNAGAR,1998,Kharif     ,Maize,26000,52000,2
163903,Punjab,RUPNAGAR,1998,Kharif     ,Rice,46000,128000,2.782608696
163910,Punjab,RUPNAGAR,1998,Rabi       ,Wheat,110000,482000,4.381818182
163911,Punjab,RUPNAGAR,1998,Whole Year ,Sugarcane,9000,510000,56.66666667
163913,Punjab,RUPNAGAR,1999,Kharif     ,Maize,28000,60000,2.142857143
163914,Punjab,RUPNAGAR,1999,Kharif     ,Rice,50000,156000,3.12
163921,Punjab,RUPNAGAR,1999,Rabi       ,Wheat,87000,350000,4.022988506
163922,Punjab,RUPNAGAR,1999,Whole Year ,Sugarcane,9000,490000,54.44444444
163924,Punjab,RUPNAGAR,2000,Kharif     ,Maize,28000,70000,2.5
163925,Punjab,RUPNAGAR,2000,Kharif     ,Rice,49000,163000,3.326530612
163930,Punjab,RUPNAGAR,2000,Rabi       ,Wheat,86000,312000,3.627906977
163931,Punjab,RUPNAGAR,2000,Whole Year ,Sugarcane,10000,550000,55
163933,Punjab,RUPNAGAR,2001,Kharif     ,Maize,29000,66000,2.275862069
163934,Punjab,RUPNAGAR,2001,Kharif     ,Rice,51000,163000,3.196078431
163939,Punjab,RUPNAGAR,2001,Rabi       ,Wheat,88000,347000,3.943181818
163940,Punjab,RUPNAGAR,2001,Whole Year ,Sugarcane,10000,540000,54
163944,Punjab,RUPNAGAR,2002,Kharif     ,Maize,24000,42000,1.75
163945,Punjab,RUPNAGAR,2002,Kharif     ,Rice,44000,141000,3.204545455
163951,Punjab,RUPNAGAR,2002,Rabi       ,Wheat,86000,305000,3.546511628
163952,Punjab,RUPNAGAR,2002,Whole Year ,Sugarcane,9000,490000,54.44444444
163955,Punjab,RUPNAGAR,2003,Kharif     ,Maize,23000,65000,2.826086957
163956,Punjab,RUPNAGAR,2003,Kharif     ,Rice,51000,170000,3.333333333
163963,Punjab,RUPNAGAR,2003,Rabi       ,Wheat,87000,307000,3.528735632
163964,Punjab,RUPNAGAR,2003,Whole Year ,Sugarcane,7000,350000,50
163968,Punjab,RUPNAGAR,2004,Kharif     ,Maize,25000,60000,2.4
163969,Punjab,RUPNAGAR,2004,Kharif     ,Rice,51000,176000,3.450980392
163975,Punjab,RUPNAGAR,2004,Rabi       ,Wheat,89000,312000,3.505617978
163976,Punjab,RUPNAGAR,2004,Whole Year ,Sugarcane,4000,230000,57.5
163978,Punjab,RUPNAGAR,2005,Kharif     ,Maize,27000,75000,2.777777778
163980,Punjab,RUPNAGAR,2005,Kharif     ,Rice,53000,183000,3.452830189
163986,Punjab,RUPNAGAR,2005,Rabi       ,Wheat,91000,327000,3.593406593
163987,Punjab,RUPNAGAR,2005,Whole Year ,Sugarcane,6000,383000,63.83333333
163989,Punjab,RUPNAGAR,2006,Kharif     ,Maize,24000,61000,2.541666667
163990,Punjab,RUPNAGAR,2006,Kharif     ,Rice,38000,138000,3.631578947
163996,Punjab,RUPNAGAR,2006,Rabi       ,Wheat,57000,216000,3.789473684
163998,Punjab,RUPNAGAR,2007,Kharif     ,Maize,22000,72000,3.272727273
163999,Punjab,RUPNAGAR,2007,Kharif     ,Rice,33000,122000,3.696969697
164005,Punjab,RUPNAGAR,2007,Rabi       ,Wheat,62000,256000,4.129032258
164007,Punjab,RUPNAGAR,2008,Kharif     ,Maize,23000,77000,3.347826087
164008,Punjab,RUPNAGAR,2008,Kharif     ,Rice,36000,139000,3.861111111
164014,Punjab,RUPNAGAR,2008,Rabi       ,Wheat,64000,212000,3.3125
164016,Punjab,RUPNAGAR,2009,Kharif     ,Maize,21000,64000,3.047619048
164017,Punjab,RUPNAGAR,2009,Kharif     ,Rice,38000,135000,3.552631579
164022,Punjab,RUPNAGAR,2009,Rabi       ,Wheat,65000,277000,4.261538462
164025,Punjab,RUPNAGAR,2010,Kharif     ,Maize,23000,76000,3.304347826
164026,Punjab,RUPNAGAR,2010,Kharif     ,Rice,38000,147000,3.868421053
164031,Punjab,RUPNAGAR,2010,Rabi       ,Wheat,65000,253000,3.892307692
164033,Punjab,RUPNAGAR,2011,Kharif     ,Maize,21000,80000,3.80952381
164034,Punjab,RUPNAGAR,2011,Kharif     ,Rice,38000,127000,3.342105263
164037,Punjab,RUPNAGAR,2011,Rabi       ,Wheat,64000,297000,4.640625
164038,Punjab,RUPNAGAR,2011,Whole Year ,Sugarcane,3,224000,74666.66667
164039,Punjab,RUPNAGAR,2012,Kharif     ,Maize,23000,74000,3.217391304
164040,Punjab,RUPNAGAR,2012,Kharif     ,Rice,38000,145000,3.815789474
164045,Punjab,RUPNAGAR,2012,Rabi       ,Wheat,63000,284000,4.507936508
164047,Punjab,RUPNAGAR,2012,Whole Year ,Sugarcane,3000,227000,75.66666667
164048,Punjab,RUPNAGAR,2013,Kharif     ,Maize,23000,74000,3.217391304
164049,Punjab,RUPNAGAR,2013,Kharif     ,Rice,37000,128000,3.459459459
164052,Punjab,RUPNAGAR,2013,Rabi       ,Wheat,67000,307000,4.582089552
164053,Punjab,RUPNAGAR,2013,Whole Year ,Sugarcane,2000,152000,76
164055,Punjab,RUPNAGAR,2014,Kharif     ,Maize,20000,58000,2.9
164056,Punjab,RUPNAGAR,2014,Kharif     ,Rice,36000,129000,3.583333333
164061,Punjab,RUPNAGAR,2014,Rabi       ,Wheat,66000,266000,4.03030303
164062,Punjab,RUPNAGAR,2014,Whole Year ,Sugarcane,3000,238000,79.33333333
164066,Punjab,S.A.S NAGAR,2006,Kharif     ,Rice,29000,82000,2.827586207
164071,Punjab,S.A.S NAGAR,2006,Rabi       ,Wheat,50000,193000,3.86
164074,Punjab,S.A.S NAGAR,2007,Kharif     ,Maize,7000,25000,3.571428571
164075,Punjab,S.A.S NAGAR,2007,Kharif     ,Rice,29000,103000,3.551724138
164080,Punjab,S.A.S NAGAR,2007,Rabi       ,Wheat,48000,191000,3.979166667
164082,Punjab,S.A.S NAGAR,2008,Kharif     ,Maize,5000,19000,3.8
164083,Punjab,S.A.S NAGAR,2008,Kharif     ,Rice,27000,88000,3.259259259
164088,Punjab,S.A.S NAGAR,2008,Rabi       ,Wheat,49000,208000,4.244897959
164090,Punjab,S.A.S NAGAR,2009,Kharif     ,Maize,5000,19000,3.8
164091,Punjab,S.A.S NAGAR,2009,Kharif     ,Rice,30000,98000,3.266666667
164096,Punjab,S.A.S NAGAR,2009,Rabi       ,Wheat,53000,238000,4.490566038
164099,Punjab,S.A.S NAGAR,2010,Kharif     ,Maize,6000,24000,4
164100,Punjab,S.A.S NAGAR,2010,Kharif     ,Rice,37000,127000,3.432432432
164104,Punjab,S.A.S NAGAR,2010,Rabi       ,Wheat,53000,227000,4.283018868
164106,Punjab,S.A.S NAGAR,2011,Kharif     ,Maize,6000,24000,4
164107,Punjab,S.A.S NAGAR,2011,Kharif     ,Rice,32000,119000,3.71875
164112,Punjab,S.A.S NAGAR,2011,Rabi       ,Wheat,52000,249000,4.788461538
164113,Punjab,S.A.S NAGAR,2011,Whole Year ,Sugarcane,1,65000,65000
164116,Punjab,S.A.S NAGAR,2012,Kharif     ,Maize,6000,18000,3
164117,Punjab,S.A.S NAGAR,2012,Kharif     ,Rice,31000,117000,3.774193548
164121,Punjab,S.A.S NAGAR,2012,Rabi       ,Wheat,54000,233000,4.314814815
164122,Punjab,S.A.S NAGAR,2012,Whole Year ,Sugarcane,1000,57000,57
164124,Punjab,S.A.S NAGAR,2013,Kharif     ,Maize,9000,44000,4.888888889
164125,Punjab,S.A.S NAGAR,2013,Kharif     ,Rice,27000,95000,3.518518519
164128,Punjab,S.A.S NAGAR,2013,Rabi       ,Wheat,51000,228000,4.470588235
164129,Punjab,S.A.S NAGAR,2013,Whole Year ,Sugarcane,1000,61000,61
164131,Punjab,S.A.S NAGAR,2014,Kharif     ,Maize,8000,30000,3.75
164132,Punjab,S.A.S NAGAR,2014,Kharif     ,Rice,29000,94000,3.24137931
164137,Punjab,S.A.S NAGAR,2014,Rabi       ,Wheat,50000,198000,3.96
164138,Punjab,S.A.S NAGAR,2014,Whole Year ,Sugarcane,1000,64000,64
164143,Punjab,SANGRUR,1997,Kharif     ,Rice,333000,1277000,3.834834835
164144,Punjab,SANGRUR,1997,Rabi       ,Barley,8000,27000,3.375
164147,Punjab,SANGRUR,1997,Rabi       ,Wheat,401000,1732000,4.319201995
164148,Punjab,SANGRUR,1997,Whole Year ,Cotton(lint),35000,55000,1.571428571
164150,Punjab,SANGRUR,1997,Whole Year ,Sugarcane,7000,450000,64.28571429
164153,Punjab,SANGRUR,1998,Kharif     ,Cotton(lint),24000,28000,1.166666667
164156,Punjab,SANGRUR,1998,Kharif     ,Rice,353000,1262000,3.575070822
164161,Punjab,SANGRUR,1998,Rabi       ,Wheat,86000,325000,3.779069767
164162,Punjab,SANGRUR,1998,Whole Year ,Sugarcane,5000,330000,66
164165,Punjab,SANGRUR,1999,Kharif     ,Cotton(lint),20000,37000,1.85
164169,Punjab,SANGRUR,1999,Kharif     ,Rice,360000,1282000,3.561111111
164170,Punjab,SANGRUR,1999,Rabi       ,Barley,7000,28000,4
164173,Punjab,SANGRUR,1999,Rabi       ,Wheat,394000,1902000,4.827411168
164174,Punjab,SANGRUR,1999,Whole Year ,Sugarcane,4000,280000,70
164177,Punjab,SANGRUR,2000,Kharif     ,Cotton(lint),21000,41000,1.952380952
164182,Punjab,SANGRUR,2000,Kharif     ,Rice,357000,1342000,3.759103641
164183,Punjab,SANGRUR,2000,Rabi       ,Barley,7000,27000,3.857142857
164186,Punjab,SANGRUR,2000,Rabi       ,Wheat,393000,1921000,4.888040712
164187,Punjab,SANGRUR,2000,Whole Year ,Sugarcane,3000,220000,73.33333333
164189,Punjab,SANGRUR,2001,Kharif     ,Cotton(lint),28000,47000,1.678571429
164193,Punjab,SANGRUR,2001,Kharif     ,Rice,349000,1362000,3.902578797
164194,Punjab,SANGRUR,2001,Rabi       ,Barley,6000,25000,4.166666667
164197,Punjab,SANGRUR,2001,Rabi       ,Wheat,392000,1890000,4.821428571
164198,Punjab,SANGRUR,2001,Whole Year ,Sugarcane,4000,280000,70
164201,Punjab,SANGRUR,2002,Kharif     ,Cotton(lint),23000,38000,1.652173913
164205,Punjab,SANGRUR,2002,Kharif     ,Rice,352000,1429000,4.059659091
164207,Punjab,SANGRUR,2002,Rabi       ,Barley,6000,21000,3.5
164210,Punjab,SANGRUR,2002,Rabi       ,Wheat,394000,1805000,4.581218274
164211,Punjab,SANGRUR,2002,Whole Year ,Sugarcane,4000,280000,70
164214,Punjab,SANGRUR,2003,Kharif     ,Cotton(lint),16000,39000,2.4375
164219,Punjab,SANGRUR,2003,Kharif     ,Rice,366000,1566000,4.278688525
164220,Punjab,SANGRUR,2003,Rabi       ,Barley,5000,19000,3.8
164223,Punjab,SANGRUR,2003,Rabi       ,Wheat,397000,1720000,4.332493703
164225,Punjab,SANGRUR,2003,Whole Year ,Sugarcane,3000,200000,66.66666667
164228,Punjab,SANGRUR,2004,Kharif     ,Cotton(lint),19000,65000,3.421052632
164232,Punjab,SANGRUR,2004,Kharif     ,Rice,367000,1710000,4.659400545
164233,Punjab,SANGRUR,2004,Rabi       ,Barley,5000,19000,3.8
164236,Punjab,SANGRUR,2004,Rabi       ,Wheat,397000,1782000,4.488664987
164238,Punjab,SANGRUR,2004,Whole Year ,Sugarcane,2000,150000,75
164241,Punjab,SANGRUR,2005,Kharif     ,Cotton(lint),23000,68000,2.956521739
164245,Punjab,SANGRUR,2005,Kharif     ,Rice,367000,1625000,4.427792916
164246,Punjab,SANGRUR,2005,Rabi       ,Barley,5000,18000,3.6
164250,Punjab,SANGRUR,2005,Rabi       ,Wheat,396000,1677000,4.234848485
164252,Punjab,SANGRUR,2005,Whole Year ,Sugarcane,1000,75000,75
164255,Punjab,SANGRUR,2006,Kharif     ,Cotton(lint),27000,100000,3.703703704
164259,Punjab,SANGRUR,2006,Kharif     ,Rice,362000,1637000,4.522099448
164264,Punjab,SANGRUR,2006,Rabi       ,Wheat,396000,1755000,4.431818182
164267,Punjab,SANGRUR,2007,Kharif     ,Cotton(lint),15000,60000,4
164270,Punjab,SANGRUR,2007,Kharif     ,Rice,262000,1207000,4.606870229
164274,Punjab,SANGRUR,2007,Rabi       ,Wheat,283000,1327000,4.689045936
164277,Punjab,SANGRUR,2008,Kharif     ,Cotton(lint),14000,50000,3.571428571
164280,Punjab,SANGRUR,2008,Kharif     ,Rice,267000,1233000,4.617977528
164285,Punjab,SANGRUR,2008,Rabi       ,Wheat,285000,1355000,4.754385965
164288,Punjab,SANGRUR,2009,Kharif     ,Cotton(lint),13000,57000,4.384615385
164291,Punjab,SANGRUR,2009,Kharif     ,Rice,271000,1273000,4.697416974
164296,Punjab,SANGRUR,2009,Rabi       ,Wheat,287000,1302000,4.536585366
164300,Punjab,SANGRUR,2010,Kharif     ,Cotton(lint),11000,36000,3.272727273
164302,Punjab,SANGRUR,2010,Kharif     ,Rice,272000,1185000,4.356617647
164306,Punjab,SANGRUR,2010,Rabi       ,Wheat,287000,1472000,5.128919861
164308,Punjab,SANGRUR,2011,Kharif     ,Cotton(lint),11000,33000,3
164310,Punjab,SANGRUR,2011,Kharif     ,Rice,274000,1188000,4.335766423
